樣品名稱,sample name,eng text
冷凍豬肉湯圓,frozen pork soup dumplings ,"The frozen pork soup dumplings  has a lightly golden brown exterior with a soft, white and almost translucent glutinous rice dough  Inside, the filling is visible and has a darker brown color due to the cooked ground pork "
炒板條,fried flat rice noodles ,fried flat rice noodles  is a dish made with stir-fried flat rice noodles  It has a light brown color and a slightly glossy appearance from being cooked with soy sauce and other seasonings 
泡麵(牛肉口味),instant noodles (beef flavor) ,"The instant noodles (beef flavor)  appears brown in color with thin and curly noodles  The broth has a red tint, and often includes small dehydrated meat pieces and green onion flakes as toppings "
泡麵(鮮蝦口味),instant noodles (fresh shrimp flavor),"The instant noodles (fresh shrimp flavor) noodles have a bright and vivid orange color, with thin and curly strands  The broth appears to be a deep and rich reddish-brown color, with small bits of shrimp and seasoning visible "
擔仔麵,danzai noodles,"danzai noodles is a noodle dish that has a reddish-brown color due to the use of soy sauce and spice sauce  The noodles are thinly sliced and topped with a variety of ingredients such as minced meat, vegetables, and peanuts, giving it a vibrant and appetizing appearance "
冷凍牛肉水餃,frozen beef dumplings ,"The frozen beef dumplings , or frozen beef dumplings, have a light brown color on the outer wrapping and a darker brown color on the filling  The appearance is smooth and shiny due to the dumplings being frozen, with some visible steam and moisture on the surface "
冷凍豬肉水餃,frozen pork dumplings,"The frozen pork dumplings (Frozen pork dumplings) have a pale white color wrapping with visible crinkles and folds, encasing the pinkish meat filling inside, making it visually appealing for consumption "
冷凍豬肉韭菜水餃,frozen pork and chinese chive dumplings ,"The frozen pork and chinese chive dumplings  dumplings have a pale yellow skin with visible seams, and are filled with minced pork and green chives  When cooked, the dumplings turn a golden brown color and become plump and slightly doughy in appearance "
冷凍豬肉蟹黃水餃,frozen pork and crab roe dumplings,The frozen pork and crab roe dumplings appears golden brown in color with a smooth and shiny texture  The shape is round and plump with visible fillings 
冷凍香菇雞肉水餃,frozen mushroom and chicken dumplings,"The frozen mushroom and chicken dumplings appears light brown in color with a slightly translucent wrapper, while the filling is visible through the wrapper and has a mixture of brown and white colors "
冷凍素食水餃,frozen vegetarian dumplings ,"The frozen vegetarian dumplings  appears light beige in color and has a translucent, smooth and shiny appearance on the skin  The filling can be seen through the skin giving it a slight contrast in color "
冷凍鮪魚水餃,frozen tuna dumplings ,The frozen tuna dumplings  has a light beige color on the outside and a translucent appearance that highlights the pinkish tuna filling inside 
冷凍豬肉熟水餃,frozen cooked pork dumplings in water ,"The frozen cooked pork dumplings in water  are small dumplings with a light beige color, featuring a slightly glossy and translucent appearance due to the moisture from cooking and freezing  The filling inside appears well-defined and slightly darker in color compared to the wrapper "
冷凍素食熟水餃,frozen vegetarian boiled dumplings ,"The frozen vegetarian boiled dumplings  appear opaque white in color and have a symmetrical shape with creased edges, giving them a freshly hand-made appearance "
冷凍冬菜蝦仁餛飩,frozen winter vegetable and shrimp wonton,"frozen winter vegetable and shrimp wonton has a translucent and pale appearance due to the thin dough wrap, and the filling is visible through the wrap, featuring a combination of orange and white colors due to the shrimp and vegetable filling "
冷凍豬肉餛飩,frozen pork wontons ,"frozen pork wontons  has a light brown color and a round shape, typically covered in a thin layer of flour  The filling can be seen through the translucent skin, giving it a distinctive appearance "
冷凍菜肉餛飩,frozen vegetable and meat wontons,"frozen vegetable and meat wontons has a pale yellowish-white color with a translucent appearance due to the thin dough wrapping around the filling, which is made with a mix of vegetables and meats finely chopped "
溫州餛飩,wenzhou wonton ,"wenzhou wonton  are small, delicate dumplings that are typically pale in color with a smooth and slightly translucent appearance, often served in clear broth "
豬肉鍋貼,pork potstickers ,"pork potstickers  is a type of Chinese dumpling that is pan-fried until crispy on the outside and golden brown in color  The filling inside is visible at the top and the bottom, with textured folds along its edges, giving it an overall appetizing appearance "
熟水餃(高麗菜水餃),boiled dumplings (cabbage dumplings),boiled dumplings (cabbage dumplings) has a light brown color on the top and a translucent look on the bottom  The filling inside is visible through the thin layer of dough giving it a delicate and appetizing appearance 
冷凍叉燒包,frozen bbq pork bun ,frozen bbq pork bun  appears as a steamed bun that is light brown in color and has a shiny glaze on the surface  Its appearance typically looks fluffy and plump 
冷凍酸菜焢肉包子,frozen sour cabbage and braised pork steamed buns ,frozen sour cabbage and braised pork steamed buns  has a beige colored dough exterior that is folded and pleated to encase the filling  The interior filling is a darker shade of brown and has visible chunks of pork and sour cabbage for a satisfying visual texture 
冷凍芋泥包,frozen taro paste bun ,"frozen taro paste bun  has a light purple color and is coated in a thin layer of translucent dough, giving it a smooth and shiny appearance "
冷凍豆沙包,frozen red bean bun ,"The frozen red bean bun  has a light beige color crust with a soft and fluffy texture  Inside, it has a golden-brown, sweet red bean filling that contrasts with the outer shell "
冷凍芝麻包,frozen sesame buns ,"The frozen sesame buns  appears as a light golden brown color with a slightly shiny surface, wrapped in thin layers of dough with visible sesame seeds sprinkled on top  When heated, the crust turns crispy, creating a delightful texture contrast with the fluffy inner filling "
冷凍蓮蓉包,frozen lotus seed paste bun ,"The frozen lotus seed paste bun  (Frozen Lotus Paste Bun) features a light beige color, smooth and shiny surface, with a distinctive white lotus paste filling enclosed within a soft, fluffy outer layer "
冷凍叉燒包子,frozen barbecue pork buns ,"The frozen barbecue pork buns  has a light brown color on the outside and when opened, reveals a soft and fluffy white interior  The surface also has a slight glaze and texture from the steaming process "
冷凍牛肉包子,frozen beef buns ,"frozen beef buns  has a pale golden brown color and a smooth, uniform texture with pinched pleats on top  The meat filling is visible through a small opening at the top "
